destination,source,balance
Saudi Arabia,Niger,178147
Senegal,Niger,695884
Singapore,Niger,8761882
Serbia,Niger,49329
Slovakia,Niger,10026
Sweden,Niger,6511
Swaziland,Niger,1006
Chad,Niger,23594
Togo,Niger,911472
Thailand,Niger,107909261
Tunisia,Niger,1195919
Turkey,Niger,21229816
Ukraine,Niger,11318
United States Minor Outlying Islands,Niger,1677
United States,Niger,36462401
Venezuela,Niger,401
Vietnam,Niger,1760548
South Africa,Niger,14920
Angola,Nigeria,295428
United Arab Emirates,Nigeria,25478269
Argentina,Nigeria,251631544
Australia,Nigeria,255951118
Austria,Nigeria,5289
Belgium,Nigeria,239411703
Benin,Nigeria,120159371
Burkina Faso,Nigeria,7694440
Bangladesh,Nigeria,935417
Bulgaria,Nigeria,1089207
Bahrain,Nigeria,43093
Belize,Nigeria,71119
Brazil,Nigeria,2018221046
Central African Republic,Nigeria,163515
Canada,Nigeria,1743461205
Switzerland,Nigeria,508952
China,Nigeria,1039790002
Ivory Coast,Nigeria,1350587619
Cameroon,Nigeria,355094608
Congo,Nigeria,108681
Republic of the Congo,Nigeria,12707662
Colombia,Nigeria,18831925
Cayman Islands,Nigeria,17746
Cyprus,Nigeria,27829
Czech Republic,Nigeria,154289
Germany,Nigeria,1318039590
Djibouti,Nigeria,1630454
Denmark,Nigeria,35796
Dominican Republic,Nigeria,365513054
Egypt,Nigeria,84442416
Spain,Nigeria,6318788904
Estonia,Nigeria,15142199
Ethiopia,Nigeria,1242892
Finland,Nigeria,479518
France,Nigeria,4945979268
Gabon,Nigeria,2792095
United Kingdom,Nigeria,2275555872
Georgia,Nigeria,1809001
Ghana,Nigeria,303938838
Gibraltar,Nigeria,148244325
Guinea,Nigeria,11051006
Gambia,Nigeria,1150883
Guinea Bissau,Nigeria,513610
Equatorial Guinea,Nigeria,99494
Greece,Nigeria,19511901
Guatemala,Nigeria,5381071
Hong Kong,Nigeria,25540121
Honduras,Nigeria,51583
Croatia,Nigeria,117701
Indonesia,Nigeria,2609645987
India,Nigeria,9906692888
Ireland,Nigeria,77265851
Iran,Nigeria,3153674
Iraq,Nigeria,43195
Israel,Nigeria,1225734
Italy,Nigeria,1888441676
Jordan,Nigeria,119954300
Japan,Nigeria,554639041
Kenya,Nigeria,1449289
South Korea,Nigeria,348846913
Kuwait,Nigeria,112465496
Lebanon,Nigeria,1887513
Liberia,Nigeria,872422
Libya,Nigeria,854456
Sri Lanka,Nigeria,444973
Lithuania,Nigeria,5124093
Latvia,Nigeria,269941
Morocco,Nigeria,10537285
Mexico,Nigeria,176998986
Mali,Nigeria,3242029
Myanmar,Nigeria,640927
Mozambique,Nigeria,24264586
Mauritania,Nigeria,580772
Mauritius,Nigeria,390448
Malaysia,Nigeria,172173037
Namibia,Nigeria,32634953
Niger,Nigeria,111122765
Nicaragua,Nigeria,177064
Netherlands,Nigeria,6701517793
Nepal,Nigeria,6582
New Zealand,Nigeria,14026
Oman,Nigeria,59902
Pakistan,Nigeria,291661844
Peru,Nigeria,146786518
Philippines,Nigeria,54777567
Poland,Nigeria,206185039
Portugal,Nigeria,676197744
Qatar,Nigeria,321020
Romania,Nigeria,71756682
Russia,Nigeria,5815359
Rwanda,Nigeria,127367
Saudi Arabia,Nigeria,957979
Sudan,Nigeria,54309
Senegal,Nigeria,708036314
Singapore,Nigeria,155163253
Sierra Leone,Nigeria,3602997
El Salvador,Nigeria,31273
South Sudan,Nigeria,32917
Sweden,Nigeria,2376545516
Syria,Nigeria,365318
Chad,Nigeria,8892
Togo,Nigeria,1105047686
Thailand,Nigeria,926244611
Tunisia,Nigeria,304190
Turkey,Nigeria,565770801
Tanzania,Nigeria,409306
Uganda,Nigeria,76947
Ukraine,Nigeria,172256
Uruguay,Nigeria,279525399
United States,Nigeria,3792921953
Venezuela,Nigeria,30730
Vietnam,Nigeria,201055088
South Africa,Nigeria,3981193241
Zimbabwe,Nigeria,266285
Antigua and Barbuda,Nicaragua,69
Azerbaijan,Nicaragua,4500
Bhutan,Nicaragua,11550
Ivory Coast,Nicaragua,16364986
Djibouti,Nicaragua,4000
Dominica,Nicaragua,142999
Gibraltar,Nicaragua,13120
Gambia,Nicaragua,1028
Grenada,Nicaragua,2031
Iran,Nicaragua,66507
Iraq,Nicaragua,25422
St Kitts and Nevis,Nicaragua,4020
Mali,Nicaragua,2000
Myanmar,Nicaragua,21
Nepal,Nicaragua,2464
Qatar,Nicaragua,117782
Rwanda,Nicaragua,66
Uganda,Nicaragua,3058
St Vincent and the Grenadines,Nicaragua,300
Vanuatu,Nicaragua,334
Aruba,Netherlands,178824883
Afghanistan,Netherlands,33015663
Angola,Netherlands,162553497
Anguilla,Netherlands,1150360
Albania,Netherlands,88894437
Andorra,Netherlands,19858966
United Arab Emirates,Netherlands,3010910398
Argentina,Netherlands,833257899
Armenia,Netherlands,64736782
American Samoa,Netherlands,68417
Antarctica,Netherlands,25691
Antigua and Barbuda,Netherlands,25909430
Australia,Netherlands,3639895070
Austria,Netherlands,7020166707
Azerbaijan,Netherlands,224585078
Burundi,Netherlands,6162347
Belgium,Netherlands,58311551454
Benin,Netherlands,82346610
Bonaire,Netherlands,119680186
Burkina Faso,Netherlands,87027931
Bangladesh,Netherlands,298964842
Bulgaria,Netherlands,1237950213
Bahrain,Netherlands,185859332
Bahamas,Netherlands,45610754
Bosnia And Herzegovina,Netherlands,231372263
Saint Barthélemy,Netherlands,419365
Belarus,Netherlands,274685356
Belize,Netherlands,8418771
Bermuda,Netherlands,45041351
Bolivia,Netherlands,52959289
Brazil,Netherlands,3057527016
Barbados,Netherlands,19983133
Brunei,Netherlands,47978725
Bhutan,Netherlands,1121480
Bouvet Island,Netherlands,1902
Botswana,Netherlands,4600735
Central African Republic,Netherlands,23817715
Canada,Netherlands,4862948109
Switzerland,Netherlands,7818559604
Chile,Netherlands,708199492
China,Netherlands,14318732291
Ivory Coast,Netherlands,379993359
Cameroon,Netherlands,137605019
Congo,Netherlands,310221384
Republic of the Congo,Netherlands,57202719
Cook Islands,Netherlands,386724
Colombia,Netherlands,470114682
Comoros,Netherlands,4669903
Cape Verde,Netherlands,188634524
Costa Rica,Netherlands,232868490
Cuba,Netherlands,229149008
Curacao,Netherlands,263500650
Cayman Islands,Netherlands,2228599868
Cyprus,Netherlands,471095582
Czech Republic,Netherlands,8878331891
Germany,Netherlands,128002542429
Djibouti,Netherlands,28392207
Dominica,Netherlands,5341241
Denmark,Netherlands,7002145264
Dominican Republic,Netherlands,296458139
Algeria,Netherlands,718248636
Ecuador,Netherlands,347138195
Egypt,Netherlands,1811765839
Eritrea,Netherlands,6616849
Western Sahara,Netherlands,13236
Spain,Netherlands,17577485551
Estonia,Netherlands,920206617
Ethiopia,Netherlands,267368186
Finland,Netherlands,5137276561
Fiji,Netherlands,9679151
Falkland Islands,Netherlands,15186964
France,Netherlands,45114880406
Faroe Islands,Netherlands,71016796
FS Micronesia,Netherlands,142263
Gabon,Netherlands,80478906
United Kingdom,Netherlands,44582850320
Georgia,Netherlands,139480842
Ghana,Netherlands,559061826
Gibraltar,Netherlands,942364544
Guinea,Netherlands,260711539
Gambia,Netherlands,57614549
Guinea Bissau,Netherlands,23009956
Equatorial Guinea,Netherlands,42824406
Greece,Netherlands,2732673510
Grenada,Netherlands,5834214
Greenland,Netherlands,27053292
Guatemala,Netherlands,100814871
Guam,Netherlands,2419670
Guyana,Netherlands,44701974
Hong Kong,Netherlands,2650402476
Heard Island and McDonald Islands,Netherlands,25186
Honduras,Netherlands,51312839
Croatia,Netherlands,859104509
Haiti,Netherlands,34369186
Hungary,Netherlands,4811019621
Indonesia,Netherlands,912495394
India,Netherlands,2412980741
Ireland,Netherlands,5009843130
Iran,Netherlands,518569623
Iraq,Netherlands,583758092
Iceland,Netherlands,801511837
Israel,Netherlands,2027804045
Italy,Netherlands,22909614716
Jamaica,Netherlands,73156360
Jordan,Netherlands,442343286
Japan,Netherlands,5080836840
Kazakhstan,Netherlands,550667799
Kenya,Netherlands,324043882
Kyrgyzstan,Netherlands,32370190
Cambodia,Netherlands,31117103
Kiribati,Netherlands,242893
St Kitts and Nevis,Netherlands,2738062
South Korea,Netherlands,4899526176
Kuwait,Netherlands,683868521
Laos,Netherlands,3958032
Lebanon,Netherlands,478731083
Liberia,Netherlands,54166496
Libya,Netherlands,595312345
Saint Lucia,Netherlands,9929808
Sri Lanka,Netherlands,165454254
Lesotho,Netherlands,2284851
Lithuania,Netherlands,1363892123
Luxembourg,Netherlands,1619184470
Latvia,Netherlands,668911070
Macau,Netherlands,91996011
Morocco,Netherlands,1187436624
Moldova,Netherlands,116767798
Madagascar,Netherlands,54454469
Maldives,Netherlands,15858437
Mexico,Netherlands,2824862562
Marshall Islands,Netherlands,97503255
Macedonia,Netherlands,126396599
Mali,Netherlands,107131241
Malta,Netherlands,425176310
Myanmar,Netherlands,50553001
Montenegro,Netherlands,54630296
Mongolia,Netherlands,45821001
Northern Mariana Islands,Netherlands,108914
Mozambique,Netherlands,108960115
Mauritania,Netherlands,94576569
Montserrat,Netherlands,216397
Mauritius,Netherlands,58376691
Malawi,Netherlands,27580318
Malaysia,Netherlands,1251982566
Namibia,Netherlands,38159178
New Caledonia,Netherlands,13340133
Niger,Netherlands,48674898
Norfolk Island,Netherlands,100502
Nigeria,Netherlands,5873295389
Nicaragua,Netherlands,23788924
Niue,Netherlands,4939
Norway,Netherlands,5456965488
Nepal,Netherlands,18242784
New Zealand,Netherlands,707730920
Oman,Netherlands,518343562
Pakistan,Netherlands,1002559955
Panama,Netherlands,153814177
Pitcairn Islands,Netherlands,33601
Peru,Netherlands,338973473
Philippines,Netherlands,621816148
Palau,Netherlands,77768
Papua New Guinea,Netherlands,21097290
Poland,Netherlands,15097102283
North Korea,Netherlands,972014
Portugal,Netherlands,3737240351
Paraguay,Netherlands,70873360
Palestine,Netherlands,32321210
French Polynesia,Netherlands,23819461
Qatar,Netherlands,675070169
Romania,Netherlands,3038963262
Russia,Netherlands,7220901779
Rwanda,Netherlands,21570334
Saudi Arabia,Netherlands,3764913006
Sudan,Netherlands,68510339
Senegal,Netherlands,920694711
Singapore,Netherlands,4304675166
South Georgia and the South Sandwich Islands,Netherlands,69300
St Helena,Netherlands,120311
Solomon Islands,Netherlands,979787
Sierra Leone,Netherlands,43488973
El Salvador,Netherlands,40946209
San Marino,Netherlands,8493132
Somalia,Netherlands,19285921
St Pierre and Miquelon,Netherlands,1334894
Serbia,Netherlands,692947505
South Sudan,Netherlands,27762650
Sao Tome And Principe,Netherlands,7296977
Suriname,Netherlands,249768278
Slovakia,Netherlands,1816312942
Slovenia,Netherlands,1046689243
Sweden,Netherlands,10998377274
Swaziland,Netherlands,2998148
Saint Maarten,Netherlands,63173710
Seychelles,Netherlands,16193874
Syria,Netherlands,70653957
Turks and Caicos Isds,Netherlands,2002519
Chad,Netherlands,17056548
Togo,Netherlands,927940169
Thailand,Netherlands,1200588963
Tajikistan,Netherlands,12285847
Tokelau,Netherlands,26346
Turkmenistan,Netherlands,94917853
Tonga,Netherlands,180442
Trinidad And Tobago,Netherlands,252120147
Tunisia,Netherlands,355542644
Turkey,Netherlands,6308228260
Tuvalu,Netherlands,36052
Tanzania,Netherlands,134504321
Uganda,Netherlands,67217212
Ukraine,Netherlands,1245825009
United States Minor Outlying Islands,Netherlands,1213135
Uruguay,Netherlands,114374948
United States,Netherlands,29807484356
Uzbekistan,Netherlands,164549871
Vatican City State,Netherlands,5995145
St Vincent and the Grenadines,Netherlands,6197053
Venezuela,Netherlands,202255855
Vietnam,Netherlands,1143782780
Vanuatu,Netherlands,983876
Wallis and Futuna,Netherlands,1231900
Samoa,Netherlands,1538873
Yemen,Netherlands,75327429
South Africa,Netherlands,2177649115
Zambia,Netherlands,59737891
Zimbabwe,Netherlands,20231630
Aruba,Norway,348199
Afghanistan,Norway,3184828
Angola,Norway,91551801
Anguilla,Norway,119726
Albania,Norway,4652082
Andorra,Norway,73440
United Arab Emirates,Norway,653927731
Argentina,Norway,37890141
Armenia,Norway,701138
American Samoa,Norway,5107
Antigua and Barbuda,Norway,252593
Australia,Norway,191089650
Austria,Norway,324335909
Azerbaijan,Norway,90183256
Burundi,Norway,62922
Belgium,Norway,4361004176
Benin,Norway,5216811
Bonaire,Norway,113
Burkina Faso,Norway,2199259
Bangladesh,Norway,47736100
Bulgaria,Norway,32868966
Bahrain,Norway,17014518
Bahamas,Norway,5069229
Bosnia And Herzegovina,Norway,2584641
Belarus,Norway,146575880
Belize,Norway,66463
Bermuda,Norway,2078158
Bolivia,Norway,4887979
Brazil,Norway,552324256
Barbados,Norway,2899341
Brunei,Norway,4820061
Bhutan,Norway,48908
Botswana,Norway,98032
Central African Republic,Norway,92352
Canada,Norway,873413116
Switzerland,Norway,339520596
Chile,Norway,114961202
China,Norway,4300691456
Ivory Coast,Norway,11931794
Cameroon,Norway,6387800
Congo,Norway,12790459
Republic of the Congo,Norway,38439133
Cook Islands,Norway,1340
Colombia,Norway,24993635
Comoros,Norway,14026
Cape Verde,Norway,642552
Costa Rica,Norway,11279201
Cuba,Norway,357541
Curacao,Norway,1068907
Cayman Islands,Norway,7749767
Cyprus,Norway,27316230
Czech Republic,Norway,235516475
Germany,Norway,15056588803
Djibouti,Norway,244181
Dominica,Norway,55900
Denmark,Norway,4662759135
Dominican Republic,Norway,52679934
Algeria,Norway,63202683
Ecuador,Norway,6879082
Egypt,Norway,407130226
Eritrea,Norway,16521
Spain,Norway,2357280179
Estonia,Norway,187851060
Ethiopia,Norway,5221634
Finland,Norway,1469677826
Fiji,Norway,308425
Falkland Islands,Norway,118455
France,Norway,6179485901
Faroe Islands,Norway,89542669
FS Micronesia,Norway,72678
Gabon,Norway,17851474
United Kingdom,Norway,20949493686
Georgia,Norway,7003994
Ghana,Norway,74037465
Gibraltar,Norway,7212702
Guinea,Norway,1434098
Gambia,Norway,1064217
Guinea Bissau,Norway,692586
Equatorial Guinea,Norway,10032044
Greece,Norway,207198293
Grenada,Norway,308326
Greenland,Norway,8985493
Guatemala,Norway,17368582
Guam,Norway,102462
Guyana,Norway,1955018
Hong Kong,Norway,258571693
Honduras,Norway,1226820
Croatia,Norway,54731267
Haiti,Norway,2046904
Hungary,Norway,85018303
Indonesia,Norway,147004306
India,Norway,407826684
Ireland,Norway,743309621
Iran,Norway,6478594
Iraq,Norway,4048788
Iceland,Norway,665680999
Israel,Norway,212186663
Italy,Norway,1424598261
Jamaica,Norway,22040176
Jordan,Norway,7945000
Japan,Norway,1214311428
Kazakhstan,Norway,58754674
Kenya,Norway,14222904
Kyrgyzstan,Norway,1070774
Cambodia,Norway,1221487
South Korea,Norway,1163023530
Kuwait,Norway,24372331
Laos,Norway,232449
Lebanon,Norway,25970058
Liberia,Norway,4360088
Libya,Norway,1181723
Saint Lucia,Norway,222086
Sri Lanka,Norway,6441608
Lithuania,Norway,673070475
Luxembourg,Norway,40642750
Latvia,Norway,129312001
Macau,Norway,421229
Morocco,Norway,108602108
Moldova,Norway,2821288
Madagascar,Norway,291292
Maldives,Norway,309738
Mexico,Norway,156914861
Marshall Islands,Norway,8048336
Macedonia,Norway,2710224
Mali,Norway,404333
Malta,Norway,11191208
Myanmar,Norway,6236894
Montenegro,Norway,603989
Mongolia,Norway,475287
Northern Mariana Islands,Norway,1532
Mozambique,Norway,6831856
Mauritania,Norway,2160883
Montserrat,Norway,66621
Mauritius,Norway,4865113
Malawi,Norway,563538
Malaysia,Norway,223994997
Namibia,Norway,14208733
New Caledonia,Norway,3843558
Niger,Norway,177578
Nigeria,Norway,669864957
Nicaragua,Norway,1173379
Netherlands,Norway,11548883305
Nepal,Norway,2643813
Nauru,Norway,4778
New Zealand,Norway,56657678
Oman,Norway,18490027
Pakistan,Norway,25456333
Panama,Norway,89873660
Pitcairn Islands,Norway,6319
Peru,Norway,9962930
Philippines,Norway,34391525
Papua New Guinea,Norway,1130401
Poland,Norway,2407338371
Portugal,Norway,708509428
Paraguay,Norway,1578641
Palestine,Norway,49331
French Polynesia,Norway,336096
Qatar,Norway,48251477
Romania,Norway,105282910
Russia,Norway,349337328
Rwanda,Norway,522831
Saudi Arabia,Norway,132373848
Sudan,Norway,515049
Senegal,Norway,2504900
Singapore,Norway,683304862
St Helena,Norway,20166
Solomon Islands,Norway,3002
Sierra Leone,Norway,190416
El Salvador,Norway,1059837
San Marino,Norway,3384050
Somalia,Norway,116876
Serbia,Norway,48928069
South Sudan,Norway,42568
Sao Tome And Principe,Norway,387000
Suriname,Norway,969329
Slovakia,Norway,64668593
Slovenia,Norway,13212743
Sweden,Norway,7988391057
Swaziland,Norway,37197
Saint Maarten,Norway,21046
Seychelles,Norway,1215295
Syria,Norway,1693853
Turks and Caicos Isds,Norway,7391
Chad,Norway,159443
Togo,Norway,58101337
Thailand,Norway,377286922
Tajikistan,Norway,86155
Tokelau,Norway,23749
Turkmenistan,Norway,294097
Tonga,Norway,80177
Trinidad And Tobago,Norway,9746458
Tunisia,Norway,18187417
Turkey,Norway,830726634
Tanzania,Norway,3764936
Uganda,Norway,612035
Ukraine,Norway,192578186
Uruguay,Norway,17781510
United States,Norway,4481684795
Uzbekistan,Norway,2596761
St Vincent and the Grenadines,Norway,1306614
Venezuela,Norway,103245
Vietnam,Norway,218518186
Vanuatu,Norway,25889
Samoa,Norway,117551
Yemen,Norway,149549
South Africa,Norway,186787110
Zambia,Norway,1152447
Zimbabwe,Norway,265350
Afghanistan,Nepal,990
United Arab Emirates,Nepal,8091300
Argentina,Nepal,30277
Armenia,Nepal,5387
Australia,Nepal,6531243
Austria,Nepal,2080360
Azerbaijan,Nepal,1728
Belgium,Nepal,2789484
Bangladesh,Nepal,9776077
Bulgaria,Nepal,23072
Bahrain,Nepal,19473
Bahamas,Nepal,12876
Bosnia And Herzegovina,Nepal,22880
Bermuda,Nepal,13779
Bolivia,Nepal,5391
Brazil,Nepal,457540
Brunei,Nepal,10801
Bhutan,Nepal,538180
Canada,Nepal,8256697
Switzerland,Nepal,3252246
Chile,Nepal,70876
China,Nepal,22332758
Cameroon,Nepal,7797
Republic of the Congo,Nepal,1338
Colombia,Nepal,9715
Costa Rica,Nepal,10118
Cyprus,Nepal,13281
Czech Republic,Nepal,912111
Germany,Nepal,29098208
Djibouti,Nepal,1139
Dominica,Nepal,5315
Denmark,Nepal,3179760
Egypt,Nepal,213518
Eritrea,Nepal,98
Spain,Nepal,2804230
Estonia,Nepal,45749
Ethiopia,Nepal,4897
Finland,Nepal,973463
Fiji,Nepal,3207
France,Nepal,11073305
United Kingdom,Nepal,25358574
Georgia,Nepal,15286
Ghana,Nepal,2937
Greece,Nepal,242656
Guatemala,Nepal,907
Guyana,Nepal,20947
Hong Kong,Nepal,1158107
Croatia,Nepal,113947
Haiti,Nepal,297
Hungary,Nepal,313669
Indonesia,Nepal,44120
India,Nepal,420179764
Ireland,Nepal,313771
Iran,Nepal,2039
Iceland,Nepal,177236
Israel,Nepal,182613
Italy,Nepal,12057616
Jordan,Nepal,5934
Japan,Nepal,9650803
Kazakhstan,Nepal,12512
Kenya,Nepal,64296
Kyrgyzstan,Nepal,5704
Cambodia,Nepal,2147
South Korea,Nepal,1550959
Kuwait,Nepal,813253
Laos,Nepal,441
Lebanon,Nepal,103695
Sri Lanka,Nepal,97967
Lesotho,Nepal,1022
Lithuania,Nepal,80781
Luxembourg,Nepal,218204
Latvia,Nepal,127170
Morocco,Nepal,32448
Maldives,Nepal,3726
Mexico,Nepal,194998
Mali,Nepal,1107
Malta,Nepal,9142
Myanmar,Nepal,9868
Mongolia,Nepal,8113
Northern Mariana Islands,Nepal,4769
Mozambique,Nepal,20809
Mauritius,Nepal,70943
Malawi,Nepal,8367
Malaysia,Nepal,2556287
Namibia,Nepal,23142
New Caledonia,Nepal,122727
Nicaragua,Nepal,2064
Netherlands,Nepal,3961692
Norway,Nepal,1832344
New Zealand,Nepal,646153
Oman,Nepal,2319
Pakistan,Nepal,929519
Peru,Nepal,12602
Philippines,Nepal,79101
Poland,Nepal,223642
Portugal,Nepal,359506
Paraguay,Nepal,1986
Qatar,Nepal,74016
Romania,Nepal,124486
Russia,Nepal,1763677
Saudi Arabia,Nepal,192060
Sudan,Nepal,14741
Singapore,Nepal,1911363
St Helena,Nepal,4646
Slovakia,Nepal,180535
Slovenia,Nepal,257835
Sweden,Nepal,1234785
Syria,Nepal,672295
Togo,Nepal,6772
Thailand,Nepal,429263
Tajikistan,Nepal,1809
Turkey,Nepal,47532267
Tanzania,Nepal,29034
Uganda,Nepal,4307
Ukraine,Nepal,77052
Uruguay,Nepal,25941
United States,Nepal,82604834
Vietnam,Nepal,5197246
Yemen,Nepal,330976
South Africa,Nepal,480159
Zambia,Nepal,5907
Zimbabwe,Nepal,2600
Aruba,New Zealand,802053
Afghanistan,New Zealand,678707
Angola,New Zealand,7524333
Anguilla,New Zealand,48445
Albania,New Zealand,14634
Andorra,New Zealand,28941
United Arab Emirates,New Zealand,533129622
Argentina,New Zealand,11360393
Armenia,New Zealand,262156
American Samoa,New Zealand,16643604
Antarctica,New Zealand,167747
Antigua and Barbuda,New Zealand,2521420
Australia,New Zealand,5741278007
Austria,New Zealand,18326916
Azerbaijan,New Zealand,12716472
Burundi,New Zealand,44613
Belgium,New Zealand,159242973
Benin,New Zealand,810451
Burkina Faso,New Zealand,484673
Bangladesh,New Zealand,259089386
Bulgaria,New Zealand,13236210
Bahrain,New Zealand,31640492
Bahamas,New Zealand,1463372
Bosnia And Herzegovina,New Zealand,80027
Belarus,New Zealand,1766690
Belize,New Zealand,519482
Bermuda,New Zealand,3013409
Bolivia,New Zealand,497841
Brazil,New Zealand,59763846
Barbados,New Zealand,18937120
Brunei,New Zealand,4088080
Bhutan,New Zealand,101696
Botswana,New Zealand,42501
Central African Republic,New Zealand,103346
Canada,New Zealand,480721851
Switzerland,New Zealand,106540748
Chile,New Zealand,97781527
China,New Zealand,11040241425
Ivory Coast,New Zealand,14937493
Cameroon,New Zealand,12603509
Congo,New Zealand,3531970
Republic of the Congo,New Zealand,868971
Cook Islands,New Zealand,83367638
Colombia,New Zealand,9643104
Comoros,New Zealand,385365
Cape Verde,New Zealand,8480
Costa Rica,New Zealand,7764517
Cuba,New Zealand,47229315
Curacao,New Zealand,656924
Cayman Islands,New Zealand,2966276
Cyprus,New Zealand,9365789
Czech Republic,New Zealand,27939061
Germany,New Zealand,560879699
Djibouti,New Zealand,585448
Dominica,New Zealand,5131
Denmark,New Zealand,79947481
Dominican Republic,New Zealand,17197862
Algeria,New Zealand,297905790
Ecuador,New Zealand,5846826
Egypt,New Zealand,196857300
Eritrea,New Zealand,7151
Spain,New Zealand,90107836
Estonia,New Zealand,3221030
Ethiopia,New Zealand,586017
Finland,New Zealand,10404149
Fiji,New Zealand,289007199
Falkland Islands,New Zealand,545452
France,New Zealand,243953579
Faroe Islands,New Zealand,2776234
FS Micronesia,New Zealand,3480805
Gabon,New Zealand,1007551
United Kingdom,New Zealand,980152997
Georgia,New Zealand,35614251
Ghana,New Zealand,28364844
Gibraltar,New Zealand,595897
Guinea,New Zealand,329974
Gambia,New Zealand,820078
Equatorial Guinea,New Zealand,475972
Greece,New Zealand,39458943
Grenada,New Zealand,2889263
Greenland,New Zealand,5520
Guatemala,New Zealand,22585413
Guam,New Zealand,7052072
Guyana,New Zealand,18067333
Hong Kong,New Zealand,838824984
Honduras,New Zealand,308249
Croatia,New Zealand,973272
Haiti,New Zealand,74640
Hungary,New Zealand,5533980
Indonesia,New Zealand,695506571
India,New Zealand,461717684
Ireland,New Zealand,46459389
Iran,New Zealand,43491681
Iraq,New Zealand,2437321
Iceland,New Zealand,1583327
Israel,New Zealand,25358277
Italy,New Zealand,188943575
Jamaica,New Zealand,25452185
Jordan,New Zealand,53296193
Japan,New Zealand,2310678734
Kazakhstan,New Zealand,1089641
Kenya,New Zealand,5493795
Kyrgyzstan,New Zealand,117661
Cambodia,New Zealand,10108201
Kiribati,New Zealand,7224458
St Kitts and Nevis,New Zealand,12610
South Korea,New Zealand,1112234699
Kuwait,New Zealand,54715885
Laos,New Zealand,601034
Lebanon,New Zealand,10213490
Liberia,New Zealand,540597
Libya,New Zealand,43167424
Saint Lucia,New Zealand,2966071
Sri Lanka,New Zealand,272817864
Lesotho,New Zealand,1205
Lithuania,New Zealand,10182645
Luxembourg,New Zealand,700458
Latvia,New Zealand,11459651
Macau,New Zealand,5296282
Morocco,New Zealand,35643058
Moldova,New Zealand,176454
Madagascar,New Zealand,2489027
Maldives,New Zealand,22724543
Mexico,New Zealand,231480222
Marshall Islands,New Zealand,5228530
Macedonia,New Zealand,61200
Mali,New Zealand,186407
Malta,New Zealand,2781384
Myanmar,New Zealand,32828293
Montenegro,New Zealand,104777
Mongolia,New Zealand,10289765
Northern Mariana Islands,New Zealand,3331240
Mozambique,New Zealand,1940469
Mauritania,New Zealand,436098
Mauritius,New Zealand,53448139
Malawi,New Zealand,831
Malaysia,New Zealand,703667859
Namibia,New Zealand,460796
New Caledonia,New Zealand,83363999
Niger,New Zealand,16774
Norfolk Island,New Zealand,5564016
Nigeria,New Zealand,117627449
Nicaragua,New Zealand,16253107
Niue,New Zealand,11364811
Netherlands,New Zealand,501996493
Norway,New Zealand,36270564
Nepal,New Zealand,8592834
Nauru,New Zealand,1591512
Oman,New Zealand,70864259
Pakistan,New Zealand,45937037
Panama,New Zealand,28993872
Pitcairn Islands,New Zealand,1501247
Peru,New Zealand,79375178
Philippines,New Zealand,579299191
Palau,New Zealand,1362802
Papua New Guinea,New Zealand,130002506
Poland,New Zealand,53307631
Portugal,New Zealand,20561441
Paraguay,New Zealand,526680
Palestine,New Zealand,12183
French Polynesia,New Zealand,119280651
Qatar,New Zealand,33825994
Romania,New Zealand,7256994
Russia,New Zealand,193655781
Rwanda,New Zealand,23403
Saudi Arabia,New Zealand,439330789
Sudan,New Zealand,26104775
Senegal,New Zealand,7741400
Singapore,New Zealand,741443400
St Helena,New Zealand,7453
Solomon Islands,New Zealand,17577396
Sierra Leone,New Zealand,2954858
El Salvador,New Zealand,21335277
San Marino,New Zealand,5078
Somalia,New Zealand,4048647
Serbia,New Zealand,2395359
South Sudan,New Zealand,3228
Suriname,New Zealand,115325
Slovakia,New Zealand,6155775
Slovenia,New Zealand,1629469
Sweden,New Zealand,54461048
Swaziland,New Zealand,20813
Saint Maarten,New Zealand,807100
Seychelles,New Zealand,988953
Syria,New Zealand,14544703
Turks and Caicos Isds,New Zealand,167211
Chad,New Zealand,1090
Togo,New Zealand,2029645
Thailand,New Zealand,657133681
Tokelau,New Zealand,24718
Turkmenistan,New Zealand,4830
Tonga,New Zealand,47631829
Trinidad And Tobago,New Zealand,48374934
Tunisia,New Zealand,4290836
Turkey,New Zealand,84075906
Tuvalu,New Zealand,4145955
Tanzania,New Zealand,3126924
Uganda,New Zealand,482269
Ukraine,New Zealand,13003390
Uruguay,New Zealand,9698124
United States,New Zealand,3717657154
Uzbekistan,New Zealand,40941
St Vincent and the Grenadines,New Zealand,5987140
Venezuela,New Zealand,22659
Vietnam,New Zealand,526183887
Vanuatu,New Zealand,29602453
Wallis and Futuna,New Zealand,4681571
Samoa,New Zealand,81787756
Yemen,New Zealand,21113977
South Africa,New Zealand,106344125
Zambia,New Zealand,185473
Zimbabwe,New Zealand,234391
Afghanistan,Oman,254309
Angola,Oman,9429179
Albania,Oman,112228
United Arab Emirates,Oman,2901958355
Argentina,Oman,48208534
Armenia,Oman,837
Australia,Oman,26936465
Austria,Oman,195011
Azerbaijan,Oman,603
Burundi,Oman,12899
Belgium,Oman,20589358
Benin,Oman,375713
Burkina Faso,Oman,49711
Bangladesh,Oman,88915042
Bulgaria,Oman,191365
Bahrain,Oman,121049130
Belarus,Oman,4044
Bolivia,Oman,1431921
Brazil,Oman,173852936
