destination,source,balance
Oman,Estonia,2360584
Pakistan,Estonia,3982751
Panama,Estonia,233754
Peru,Estonia,2803022
Philippines,Estonia,2364360
Poland,Estonia,372493920
Portugal,Estonia,29942706
Paraguay,Estonia,1681432
Palestine,Estonia,76
French Polynesia,Estonia,1304
Qatar,Estonia,1471764
Romania,Estonia,64131356
Russia,Estonia,1408237639
Rwanda,Estonia,163236
Saudi Arabia,Estonia,145114406
Sudan,Estonia,15062772
Senegal,Estonia,7392427
Singapore,Estonia,152605298
Sierra Leone,Estonia,2941467
El Salvador,Estonia,42826
San Marino,Estonia,95305
Somalia,Estonia,32499
Serbia,Estonia,11425836
Suriname,Estonia,601514
Slovakia,Estonia,35774254
Slovenia,Estonia,16362217
Sweden,Estonia,1686350865
Swaziland,Estonia,629074
Seychelles,Estonia,6325
Syria,Estonia,486131
Togo,Estonia,159124
Thailand,Estonia,16557944
Tajikistan,Estonia,937127
Turkmenistan,Estonia,1716596
Trinidad And Tobago,Estonia,128151
Tunisia,Estonia,870622
Turkey,Estonia,166595954
Tanzania,Estonia,672029
Uganda,Estonia,1154677
Ukraine,Estonia,205054560
Uruguay,Estonia,1053459
United States,Estonia,1149922059
Uzbekistan,Estonia,61056828
St Vincent and the Grenadines,Estonia,3045
Venezuela,Estonia,23887
Vietnam,Estonia,23000682
Yemen,Estonia,1343784
South Africa,Estonia,10714589
Zambia,Estonia,158466
Zimbabwe,Estonia,165536
Angola,Ethiopia,392791
Albania,Ethiopia,2106
Andorra,Ethiopia,4138
United Arab Emirates,Ethiopia,125255652
Armenia,Ethiopia,1362
Australia,Ethiopia,22900338
Austria,Ethiopia,998978
Azerbaijan,Ethiopia,45869
Burundi,Ethiopia,504804
Belgium,Ethiopia,64607084
Benin,Ethiopia,97057
Burkina Faso,Ethiopia,1745307
Bangladesh,Ethiopia,2547019
Bulgaria,Ethiopia,2189265
Bahrain,Ethiopia,5361192
Bosnia And Herzegovina,Ethiopia,11346
Belarus,Ethiopia,83453
Bolivia,Ethiopia,277712
Brazil,Ethiopia,183288
Botswana,Ethiopia,24053
Central African Republic,Ethiopia,11407
Canada,Ethiopia,15271409
Switzerland,Ethiopia,117841386
Chile,Ethiopia,175767
China,Ethiopia,288479344
Ivory Coast,Ethiopia,278073
Cameroon,Ethiopia,1446246
Congo,Ethiopia,92505
Republic of the Congo,Ethiopia,292823
Comoros,Ethiopia,5468
Cyprus,Ethiopia,222701
Czech Republic,Ethiopia,532687
Germany,Ethiopia,135127224
Djibouti,Ethiopia,82180338
Denmark,Ethiopia,1454201
Algeria,Ethiopia,599237
Egypt,Ethiopia,7162097
Spain,Ethiopia,8711692
Estonia,Ethiopia,104088
Finland,Ethiopia,5212434
France,Ethiopia,31598492
Gabon,Ethiopia,151497
United Kingdom,Ethiopia,42135724
Georgia,Ethiopia,679568
Ghana,Ethiopia,643298
Guinea,Ethiopia,13471
Gambia,Ethiopia,57373
Equatorial Guinea,Ethiopia,49441
Greece,Ethiopia,9624659
Guatemala,Ethiopia,560728
Hong Kong,Ethiopia,21703535
Honduras,Ethiopia,51776
Croatia,Ethiopia,355678
Haiti,Ethiopia,107338
Hungary,Ethiopia,619643
Indonesia,Ethiopia,32731613
India,Ethiopia,45765648
Ireland,Ethiopia,924009
Iran,Ethiopia,19685138
Iraq,Ethiopia,1564794
Iceland,Ethiopia,23127
Israel,Ethiopia,81150357
Italy,Ethiopia,60196957
Jamaica,Ethiopia,46379
Jordan,Ethiopia,21282205
Japan,Ethiopia,67852937
Kazakhstan,Ethiopia,9402
Kenya,Ethiopia,52050591
Cambodia,Ethiopia,564693
South Korea,Ethiopia,61941386
Kuwait,Ethiopia,1899417
Laos,Ethiopia,33076657
Lebanon,Ethiopia,2091457
Liberia,Ethiopia,22545
Libya,Ethiopia,40235
Sri Lanka,Ethiopia,2413311
Lesotho,Ethiopia,11387
Lithuania,Ethiopia,393121
Latvia,Ethiopia,1226317
Morocco,Ethiopia,845419
Madagascar,Ethiopia,232318
Mexico,Ethiopia,2649272
Mali,Ethiopia,530898
Malta,Ethiopia,709
Myanmar,Ethiopia,313360
Mozambique,Ethiopia,296607
Mauritius,Ethiopia,4167
Malawi,Ethiopia,275098
Malaysia,Ethiopia,759170
Namibia,Ethiopia,14603
Niger,Ethiopia,331946
Nigeria,Ethiopia,41704160
Nicaragua,Ethiopia,44081
Netherlands,Ethiopia,19735207
Norway,Ethiopia,2681233
Nepal,Ethiopia,111280
New Zealand,Ethiopia,4278938
Oman,Ethiopia,4875378
Pakistan,Ethiopia,27829590
Panama,Ethiopia,171001
Peru,Ethiopia,613348
Philippines,Ethiopia,299958
Papua New Guinea,Ethiopia,6776
Poland,Ethiopia,811913
North Korea,Ethiopia,909251
Portugal,Ethiopia,7061234
Palestine,Ethiopia,188181
Qatar,Ethiopia,834832
Romania,Ethiopia,819855
Russia,Ethiopia,20059815
Rwanda,Ethiopia,5969791
Saudi Arabia,Ethiopia,182684888
Sudan,Ethiopia,55230759
Senegal,Ethiopia,3228784
Singapore,Ethiopia,11269110
Sierra Leone,Ethiopia,914846
El Salvador,Ethiopia,882284
Somalia,Ethiopia,8335157
Serbia,Ethiopia,5892
South Sudan,Ethiopia,2375399
Slovakia,Ethiopia,275103
Slovenia,Ethiopia,1153585
Sweden,Ethiopia,9728372
Swaziland,Ethiopia,52240
Seychelles,Ethiopia,41406
Syria,Ethiopia,88797
Chad,Ethiopia,671657
Togo,Ethiopia,10464555
Thailand,Ethiopia,4415780
Turkmenistan,Ethiopia,2476
Trinidad And Tobago,Ethiopia,1566
Tunisia,Ethiopia,890951
Turkey,Ethiopia,44973488
Tanzania,Ethiopia,2299721
Uganda,Ethiopia,802115
Ukraine,Ethiopia,1465765
United States,Ethiopia,220624346
Venezuela,Ethiopia,19202
Vietnam,Ethiopia,66665338
Yemen,Ethiopia,19013707
South Africa,Ethiopia,10853727
Zambia,Ethiopia,857415
Zimbabwe,Ethiopia,182767
Aruba,Finland,28299307
Afghanistan,Finland,1083915
Angola,Finland,2330170
Anguilla,Finland,622387
Albania,Finland,2465794
Andorra,Finland,520707
United Arab Emirates,Finland,215128158
Argentina,Finland,74775867
Armenia,Finland,16583075
American Samoa,Finland,55
Antarctica,Finland,10435
Antigua and Barbuda,Finland,191167
Australia,Finland,723121997
Austria,Finland,459632665
Azerbaijan,Finland,110964457
Burundi,Finland,22073
Belgium,Finland,2248790166
Benin,Finland,997838
Bonaire,Finland,7963
Burkina Faso,Finland,15235561
Bangladesh,Finland,121102113
Bulgaria,Finland,74999091
Bahrain,Finland,10502697
Bahamas,Finland,50047619
Bosnia And Herzegovina,Finland,6703840
Saint Barthélemy,Finland,9434
Belarus,Finland,83071593
Belize,Finland,114648
Bermuda,Finland,172776
Bolivia,Finland,7855114
Brazil,Finland,391476918
Barbados,Finland,305529
Brunei,Finland,389795
Bhutan,Finland,33819
Botswana,Finland,5129569
Central African Republic,Finland,32832
Canada,Finland,541752817
Switzerland,Finland,652756506
Chile,Finland,345168354
China,Finland,3841650210
Ivory Coast,Finland,10125551
Cameroon,Finland,13929773
Congo,Finland,17692868
Republic of the Congo,Finland,3094749
Cook Islands,Finland,1670
Colombia,Finland,86887854
Comoros,Finland,3784
Cape Verde,Finland,495722
Costa Rica,Finland,8963162
Cuba,Finland,8554669
Curacao,Finland,1245373
Cayman Islands,Finland,7150366
Cyprus,Finland,159788744
Czech Republic,Finland,388540492
Germany,Finland,10432466651
Djibouti,Finland,2610375
Dominica,Finland,135653
Denmark,Finland,1106755749
Dominican Republic,Finland,14118485
Algeria,Finland,144680406
Ecuador,Finland,43279058
Egypt,Finland,437514880
Eritrea,Finland,238642
Spain,Finland,1239711644
Estonia,Finland,1934404325
Ethiopia,Finland,4998420
Fiji,Finland,5314893
Falkland Islands,Finland,3244
France,Finland,2125536570
Faroe Islands,Finland,17621223
FS Micronesia,Finland,100
Gabon,Finland,196578
United Kingdom,Finland,2893656304
Georgia,Finland,15591429
Ghana,Finland,54982621
Gibraltar,Finland,63681935
Guinea,Finland,610923
Gambia,Finland,1609183
Guinea Bissau,Finland,2498
Equatorial Guinea,Finland,18332300
Greece,Finland,148608479
Grenada,Finland,393879
Greenland,Finland,4495918
Guatemala,Finland,17616392
Guam,Finland,275911
Guyana,Finland,4865542
Hong Kong,Finland,148580307
Honduras,Finland,2340007
Croatia,Finland,48902532
Haiti,Finland,388467
Hungary,Finland,284781918
Indonesia,Finland,246827561
India,Finland,547838844
Ireland,Finland,188518553
Iran,Finland,22994453
Iraq,Finland,43629847
Iceland,Finland,57761671
Israel,Finland,195163369
Italy,Finland,2594542146
Jamaica,Finland,1437893
Jordan,Finland,53623641
Japan,Finland,1296677289
Kazakhstan,Finland,155203522
Kenya,Finland,45049804
Kyrgyzstan,Finland,4184962
Cambodia,Finland,42982855
Kiribati,Finland,40510
St Kitts and Nevis,Finland,96036
South Korea,Finland,806359926
Kuwait,Finland,20787782
Laos,Finland,1285260
Lebanon,Finland,21807238
Liberia,Finland,170951
Libya,Finland,507884
Saint Lucia,Finland,250248
Sri Lanka,Finland,6246193
Lesotho,Finland,1184
Lithuania,Finland,660281038
Luxembourg,Finland,23903579
Latvia,Finland,686154526
Macau,Finland,7333883
Morocco,Finland,167433270
Moldova,Finland,10279601
Madagascar,Finland,2543279
Maldives,Finland,1193766
Mexico,Finland,425212082
Macedonia,Finland,5853412
Mali,Finland,17584984
Malta,Finland,19120213
Myanmar,Finland,8878864
Montenegro,Finland,683789
Mongolia,Finland,10128509
Northern Mariana Islands,Finland,85
Mozambique,Finland,2392962
Mauritania,Finland,7334099
Mauritius,Finland,1465520
Malawi,Finland,4754228
Malaysia,Finland,151140849
Namibia,Finland,9371758
New Caledonia,Finland,4435632
Niger,Finland,224722
Nigeria,Finland,100034287
Nicaragua,Finland,355526
Netherlands,Finland,4291803596
Norway,Finland,1899366135
Nepal,Finland,528932
New Zealand,Finland,94923861
Oman,Finland,25672786
Pakistan,Finland,48430412
Panama,Finland,11151596
Peru,Finland,108084560
Philippines,Finland,166521939
Palau,Finland,28760
Papua New Guinea,Finland,1077835
Poland,Finland,1941267777
North Korea,Finland,1912
Portugal,Finland,199948755
Paraguay,Finland,13585586
Palestine,Finland,830459
French Polynesia,Finland,441631
Qatar,Finland,28663837
Romania,Finland,216824418
Russia,Finland,4008132115
Rwanda,Finland,884778
Saudi Arabia,Finland,285142768
Sudan,Finland,18122094
Senegal,Finland,13301862
Singapore,Finland,258100711
Solomon Islands,Finland,9393
Sierra Leone,Finland,1119966
El Salvador,Finland,8334437
San Marino,Finland,1442405
Somalia,Finland,338472
St Pierre and Miquelon,Finland,2688
Serbia,Finland,39354376
South Sudan,Finland,1826
Suriname,Finland,12763951
Slovakia,Finland,149181969
Slovenia,Finland,71514763
Sweden,Finland,7384484650
Swaziland,Finland,113572
Saint Maarten,Finland,1152339
Seychelles,Finland,1483856
Syria,Finland,10808799
Turks and Caicos Isds,Finland,25611
Chad,Finland,10607
Togo,Finland,1055652
Thailand,Finland,207330685
Tajikistan,Finland,2536621
Turkmenistan,Finland,8593275
Tonga,Finland,3352
Trinidad And Tobago,Finland,3681100
Tunisia,Finland,48659193
Turkey,Finland,754273044
Tuvalu,Finland,47270
Tanzania,Finland,31047155
Uganda,Finland,3422298
Ukraine,Finland,238421815
Uruguay,Finland,49319134
United States,Finland,5191247390
Uzbekistan,Finland,48076464
Vatican City State,Finland,114437
Venezuela,Finland,1509116
Vietnam,Finland,118065509
Vanuatu,Finland,5245
Samoa,Finland,544759
Yemen,Finland,18077644
South Africa,Finland,343410444
Zambia,Finland,21573873
Zimbabwe,Finland,7558345
Azerbaijan,Fiji,7535
Belize,Fiji,4543
Brazil,Fiji,478
Brunei,Fiji,4782
Congo,Fiji,10649
Estonia,Fiji,418
Gabon,Fiji,26449
Grenada,Fiji,5323
Guyana,Fiji,38263
Haiti,Fiji,25794
Iran,Fiji,1036
Iraq,Fiji,17500
Iceland,Fiji,12084
Laos,Fiji,501
Madagascar,Fiji,263062
Nicaragua,Fiji,719
Romania,Fiji,47
Somalia,Fiji,2925
Slovenia,Fiji,444
Tokelau,Fiji,5365
Uruguay,Fiji,550
Aruba,France,9098368
Afghanistan,France,26441852
Angola,France,286664623
Anguilla,France,2265481
Albania,France,55125530
Andorra,France,249584372
United Arab Emirates,France,3669969042
Argentina,France,708631366
Armenia,France,60289370
American Samoa,France,109075
Antarctica,France,3372396
Antigua and Barbuda,France,18480873
Australia,France,2967580157
Austria,France,4507350499
Azerbaijan,France,160478489
Burundi,France,8538439
Belgium,France,38344195380
Benin,France,182263634
Bonaire,France,14086742
Burkina Faso,France,295845988
Bangladesh,France,295238920
Bulgaria,France,1052752559
Bahrain,France,471822598
Bahamas,France,38274383
Bosnia And Herzegovina,France,98200479
Saint Barthélemy,France,159455119
Belarus,France,173324495
Belize,France,2474180
Bermuda,France,15662829
Bolivia,France,100539815
Brazil,France,4634470405
Barbados,France,11822483
Brunei,France,9318125
Bhutan,France,19278079
Bouvet Island,France,24
Botswana,France,118987606
Central African Republic,France,38159492
Canada,France,4196426989
Switzerland,France,19909387836
Chile,France,1809756548
China,France,23438189772
Ivory Coast,France,1234164647
Cameroon,France,581865506
Congo,France,148406167
Republic of the Congo,France,321672591
Cook Islands,France,1450753
Colombia,France,790965386
Comoros,France,39807153
Cape Verde,France,31797674
Costa Rica,France,78778002
Cuba,France,184941255
Curacao,France,13919333
Cayman Islands,France,21610684
Cyprus,France,275613816
Czech Republic,France,5283119220
Germany,France,78210511114
Djibouti,France,81067947
Dominica,France,5385559
Denmark,France,3453667774
Dominican Republic,France,138427715
Algeria,France,5512627641
Ecuador,France,192255859
Egypt,France,2575250248
Eritrea,France,3499613
Spain,France,41703084100
Estonia,France,439210229
Ethiopia,France,784467797
Finland,France,2149946166
Fiji,France,279032003
Falkland Islands,France,214678
Faroe Islands,France,758952
FS Micronesia,France,16513
Gabon,France,511969870
United Kingdom,France,38469023647
Georgia,France,171999301
Ghana,France,261230296
Gibraltar,France,88857498
Guinea,France,166175082
Gambia,France,19701538
Guinea Bissau,France,5913525
Equatorial Guinea,France,37045672
Greece,France,2743320305
Grenada,France,3244265
Greenland,France,1798600
Guatemala,France,74849773
Guam,France,12177696
Guyana,France,5010577
Hong Kong,France,6479389548
Honduras,France,39226885
Croatia,France,661927250
Haiti,France,49175569
Hungary,France,4169883561
Indonesia,France,1748880850
India,France,6005949684
Ireland,France,3766857088
Iran,France,420726986
Iraq,France,464082464
Iceland,France,88163937
Israel,France,1719055741
Italy,France,42046621688
Jamaica,France,26282528
Jordan,France,236918807
Japan,France,8639797412
Kazakhstan,France,474291472
Kenya,France,193660816
Kyrgyzstan,France,31470206
Cambodia,France,226638057
Kiribati,France,22456
St Kitts and Nevis,France,1852037
South Korea,France,5811574736
Kuwait,France,588654299
Laos,France,10898404
Lebanon,France,627239259
Liberia,France,6068472
Libya,France,210054263
Saint Lucia,France,7313135
Sri Lanka,France,129466954
Lesotho,France,616418
Lithuania,France,695049501
Luxembourg,France,2805244100
Latvia,France,402025987
Macau,France,481789505
Morocco,France,5335349687
Moldova,France,69576846
Madagascar,France,423205571
Maldives,France,46465532
Mexico,France,4105740689
Marshall Islands,France,8610307
Macedonia,France,110165984
Mali,France,374434816
Malta,France,825718018
Myanmar,France,167255959
Montenegro,France,37232904
Mongolia,France,23135371
Northern Mariana Islands,France,4889069
Mozambique,France,34562298
Mauritania,France,224008044
Montserrat,France,120910
Mauritius,France,621186871
Malawi,France,9561547
Malaysia,France,1681171410
Namibia,France,10127458
New Caledonia,France,1073434723
Niger,France,142383009
Norfolk Island,France,7864
Nigeria,France,656968170
Nicaragua,France,10655190
Netherlands,France,19651657464
Norway,France,2077514270
Nepal,France,21641653
New Zealand,France,590850992
Oman,France,474990393
Pakistan,France,443061797
Panama,France,645488902
Pitcairn Islands,France,74120
Peru,France,240665082
Philippines,France,1284791893
Palau,France,4216
Papua New Guinea,France,9709334
Poland,France,11431653905
Portugal,France,8003259500
Paraguay,France,66366936
Palestine,France,19763589
French Polynesia,France,626855323
Qatar,France,4298361622
Romania,France,4761767795
Russia,France,6277035394
Rwanda,France,23405682
Saudi Arabia,France,3338863357
Sudan,France,85754259
Senegal,France,1200377382
Singapore,France,9697034587
South Georgia and the South Sandwich Islands,France,17344
St Helena,France,120185
Solomon Islands,France,11902315
Sierra Leone,France,15630031
El Salvador,France,35066063
San Marino,France,21966084
Somalia,France,9823710
St Pierre and Miquelon,France,33519353
Serbia,France,697830154
South Sudan,France,3875851
Sao Tome And Principe,France,2682109
Suriname,France,11922361
Slovakia,France,3331202587
Slovenia,France,1509629255
Sweden,France,6053688073
Swaziland,France,2904539
Saint Maarten,France,59428332
Seychelles,France,62921696
Syria,France,51874308
Turks and Caicos Isds,France,4167351
Chad,France,96559043
Togo,France,188908087
Thailand,France,1820837681
Tajikistan,France,5280764
Tokelau,France,193389
Turkmenistan,France,111494902
Tonga,France,320653
Trinidad And Tobago,France,34764903
Tunisia,France,3740913493
Turkey,France,6655072372
Tanzania,France,69612805
Uganda,France,29672718
Ukraine,France,1179251048
United States Minor Outlying Islands,France,1589
Uruguay,France,179852685
United States,France,47114062296
Uzbekistan,France,149599670
Vatican City State,France,685189
St Vincent and the Grenadines,France,7651505
Venezuela,France,23266973
Vietnam,France,1811462132
Vanuatu,France,6217326
Wallis and Futuna,France,20284869
Samoa,France,587328
Yemen,France,159484907
South Africa,France,1897695887
Zambia,France,26188996
Zimbabwe,France,21987180
China,Faroe Islands,17950816
Chile,Faroe Islands,316425
Canada,Faroe Islands,7221648
Belize,Faroe Islands,57339
Belarus,Faroe Islands,1182002
Bahamas,Faroe Islands,135495
Belgium,Faroe Islands,2578184
Austria,Faroe Islands,40925
Australia,Faroe Islands,9311
Antigua and Barbuda,Faroe Islands,8596
Ecuador,Faroe Islands,55664
Denmark,Faroe Islands,83814464
Cyprus,Faroe Islands,282067
Congo,Faroe Islands,31024
Estonia,Faroe Islands,2630813
Spain,Faroe Islands,31323028
Egypt,Faroe Islands,1313970
Germany,Faroe Islands,65790833
Lithuania,Faroe Islands,3919204
Luxembourg,Faroe Islands,678683
Latvia,Faroe Islands,409187
Georgia,Faroe Islands,105210
Gibraltar,Faroe Islands,209310
Greece,Faroe Islands,1838063
Greenland,Faroe Islands,3691198
Guatemala,Faroe Islands,54496
Hong Kong,Faroe Islands,579862
Finland,Faroe Islands,7609509
France,Faroe Islands,82264959
United Kingdom,Faroe Islands,131897715
Moldova,Faroe Islands,86457
Kazakhstan,Faroe Islands,310874
Kenya,Faroe Islands,3296
Kyrgyzstan,Faroe Islands,88604
Iceland,Faroe Islands,10772080
Israel,Faroe Islands,16433
Italy,Faroe Islands,24366299
Malta,Faroe Islands,95685
Malaysia,Faroe Islands,99894
Indonesia,Faroe Islands,67736
Ireland,Faroe Islands,767617
Japan,Faroe Islands,10188961
Portugal,Faroe Islands,1854680
Namibia,Faroe Islands,2244420
Nigeria,Faroe Islands,31156442
Netherlands,Faroe Islands,9193121
Thailand,Faroe Islands,2119054
Norway,Faroe Islands,62358846
New Zealand,Faroe Islands,1591668
Panama,Faroe Islands,247272
Peru,Faroe Islands,22676965
Sweden,Faroe Islands,6949972
Philippines,Faroe Islands,439372
Poland,Faroe Islands,19590602
Romania,Faroe Islands,72452
Russia,Faroe Islands,30661658
Saudi Arabia,Faroe Islands,49479
South Africa,Faroe Islands,488318
Vietnam,Faroe Islands,520292
Ukraine,Faroe Islands,6664150
Uruguay,Faroe Islands,59470
United States,Faroe Islands,57260425
Guam,FS Micronesia,3250369
Marshall Islands,FS Micronesia,255826
Northern Mariana Islands,FS Micronesia,1331680
United States,FS Micronesia,732895
Angola,Gabon,3039377
Albania,Gabon,16107
Andorra,Gabon,749
Netherlands Antilles,Gabon,63392
United Arab Emirates,Gabon,4592050
Argentina,Gabon,63847
Antigua and Barbuda,Gabon,64463
Australia,Gabon,168886
Austria,Gabon,7230
Azerbaijan,Gabon,1029
Burundi,Gabon,922
Belgium,Gabon,10045699
Benin,Gabon,25115013
Burkina Faso,Gabon,41716
Bahrain,Gabon,1697
Brazil,Gabon,55637
Brunei,Gabon,5082
Central African Republic,Gabon,4037352
Canada,Gabon,801703
Switzerland,Gabon,307730
China,Gabon,427924379
Ivory Coast,Gabon,1731823
Cameroon,Gabon,16965551
Congo,Gabon,2335967
Republic of the Congo,Gabon,82440456
Colombia,Gabon,4610
Cape Verde,Gabon,7221
Cyprus,Gabon,327646
Germany,Gabon,28307525
Djibouti,Gabon,12068
Denmark,Gabon,789201
Dominican Republic,Gabon,146252
Algeria,Gabon,12117
Ecuador,Gabon,4935
Egypt,Gabon,350906
Spain,Gabon,282138568
Ethiopia,Gabon,7667
Finland,Gabon,1250
France,Gabon,244948321
United Kingdom,Gabon,112423751
Ghana,Gabon,1074455
Guinea,Gabon,18374516
Gambia,Gabon,13958384
Equatorial Guinea,Gabon,15699150
Greece,Gabon,8520587
Hong Kong,Gabon,34250678
Honduras,Gabon,68724
Hungary,Gabon,277
Indonesia,Gabon,169103
India,Gabon,43341591
Ireland,Gabon,59707682
